DEVENV.EXE-F5882693.pf,6/17/2022 2:22:43 PM,7/11/2022 2:46:51 PM,"94,359",DEVENV.EXE,C:\PROGRAM FILES\MICROSOFT VISUAL STUDIO\2022\COMMUNITY\Common7\IDE\devenv.exe,12,"7/11/2022 2:46:50 PM, 7/11/2022 9:32:05 AM, 7/11/2022 8:36:32 AM, 7/11/2022 8:36:01 AM, 7/11/2022 8:35:25 AM, 7/11/2022 8:04:37 AM, 7/11/2022 8:01:58 AM, 7/6/2022 10:40:37 AM",No
DISPLAYLINK USB GRAPHICS SOFT-0337EDC5.pf,6/15/2022 8:19:56 AM,6/15/2022 8:19:56 AM,"38,542",DISPLAYLINK USB GRAPHICS SOFTWARE FOR WINDOWS10.2 M1-EXE.EXE,C:\Temp\DISPLAYLINK USB GRAPHICS SOFTWARE FOR WINDOWS10.2 M1-EXE.EXE,1,6/15/2022 8:19:45 AM,No
DISPLAYLINK USB GRAPHICS SOFT-55E94C73.pf,7/11/2022 3:51:46 PM,7/11/2022 3:51:46 PM,"38,977",DISPLAYLINK USB GRAPHICS SOFTWARE FOR WINDOWS10.2 M4-EXE.EXE,C:\WINDOWS\SOFTWAREDISTRIBUTION\DOWNLOAD\INSTALL\DISPLAYLINK USB GRAPHICS SOFTWARE FOR WINDOWS10.2 M4-EXE.EXE,1,7/11/2022 3:51:42 PM,Yes
DISPLAYLINKTRAYAPP.EXE-34240959.pf,7/11/2022 3:52:02 PM,7/11/2022 3:52:02 PM,"5,975",DISPLAYLINKTRAYAPP.EXE,C:\PROGRAM FILES\DISPLAYLINK CORE SOFTWARE\DISPLAYLINKTRAYAPP.EXE,1,7/11/2022 3:51:52 PM,No
DL3A68.EXE-A57C53B5.pf,6/15/2022 8:20:26 AM,6/15/2022 8:20:40 AM,"49,720",DL3A68.EXE,C:\USERS\NPMOYERA\APPDATA\LOCAL\TEMP\DL2.TMP\DL3A68.EXE,2,"6/15/2022 8:20:29 AM, 6/15/2022 8:20:20 AM",Yes
DL3BB8.EXE-7905EEBA.pf,7/11/2022 3:51:55 PM,7/11/2022 3:51:55 PM,"18,750",DL3BB8.EXE,C:\WINDOWS\TEMP\DL2.TMP\DL3BB8.EXE,2,"7/11/2022 3:51:47 PM, 7/11/2022 3:51:48 PM",Yes
DLLHOST.EXE-1501289B.pf,7/11/2022 1:52:12 PM,7/11/2022 1:52:12 PM,"7,206",DLLHOST.EXE,C:\Windows\SysWOW64\dllhost.exe,1,7/11/2022 1:52:05 PM,No
DLLHOST.EXE-6A829A47.pf,7/11/2022 10:04:05 AM,7/11/2022 5:58:27 PM,"3,773",DLLHOST.EXE,C:\Windows\System32\dllhost.exe,45,"7/11/2022 5:58:22 PM, 7/11/2022 5:56:02 PM, 7/11/2022 5:48:02 PM, 7/11/2022 5:35:39 PM, 7/11/2022 5:29:43 PM, 7/11/2022 5:27:34 PM, 7/11/2022 5:17:34 PM, 7/11/2022 5:13:26 PM",No
DLLHOST.EXE-8E84E9F3.pf,7/11/2022 1:54:20 PM,7/11/2022 1:54:20 PM,"5,566",DLLHOST.EXE,C:\Windows\System32\dllhost.exe,1,7/11/2022 1:54:15 PM,No
DLLHOST.EXE-D55B6E5F.pf,7/11/2022 9:53:36 AM,7/11/2022 5:33:23 PM,"4,243",DLLHOST.EXE,C:\Windows\System32\dllhost.exe,10,"7/11/2022 5:33:13 PM, 7/11/2022 5:12:24 PM, 7/11/2022 4:26:59 PM, 7/11/2022 1:20:48 PM, 7/11/2022 1:03:21 PM, 7/11/2022 12:17:45 PM, 7/11/2022 11:30:27 AM, 7/11/2022 11:07:51 AM",No
EXCEL.EXE-36952AF2.pf,6/17/2022 1:36:08 PM,6/17/2022 1:36:08 PM,"67,467",EXCEL.EXE,C:\PROGRAM FILES\MICROSOFT OFFICE\root\Office16\EXCEL.EXE,1,6/17/2022 1:36:01 PM,No
EXPLORER.EXE-03C49D11.pf,6/14/2022 4:49:11 PM,7/11/2022 12:23:00 PM,"51,778",EXPLORER.EXE,C:\Windows\explorer.exe,56,"7/11/2022 12:22:50 PM, 7/11/2022 10:49:49 AM, 7/11/2022 8:01:53 AM, 7/7/2022 3:17:01 PM, 7/7/2022 2:56:03 PM, 7/7/2022 12:26:33 PM, 7/7/2022 10:35:09 AM, 7/6/2022 10:40:33 AM",No
FILECOAUTH.EXE-3B6EB391.pf,7/11/2022 10:04:07 AM,7/11/2022 12:22:53 PM,"18,377",FILECOAUTH.EXE,C:\Users\npmoyer\AppData\Local\MICROSOFT\OneDrive\22.131.0619.0001\FILECOAUTH.EXE,27,"7/11/2022 12:22:44 PM, 7/11/2022 12:15:43 PM, 7/11/2022 12:09:46 PM, 7/11/2022 12:04:31 PM, 7/11/2022 11:56:08 AM, 7/11/2022 11:47:30 AM, 7/11/2022 11:36:01 AM, 7/11/2022 11:32:50 AM",No
FINDMOSTRECENTLYUSED APPS.EXE-A22DADA6.pf,7/11/2022 1:52:48 PM,7/11/2022 1:52:48 PM,"17,219",FINDMOSTRECENTLYUSED APPS.EXE,C:\Temp\APP ACCESS TIME ANALYZER\0.0.4\FINDMOSTRECENTLYUSED APPS.EXE,1,7/11/2022 1:52:38 PM,No
FINDMOSTRECENTLYUSED APPS.EXE-CA1947DB.pf,6/17/2022 2:34:16 PM,7/11/2022 5:58:27 PM,"27,739",FINDMOSTRECENTLYUSED APPS.EXE,C:\Users\npmoyer\ONEDRIVE - CITY OF ANN ARBOR\DOCUMENTS\GitHub\RECENT-APP-SEARCH\FINDMOSTRECENTLYUSED APPS\FINDMOSTRECENTLYUSED APPS\bin\Debug\FINDMOSTRECENTLYUSED APPS.EXE,41,"7/11/2022 5:58:17 PM, 7/11/2022 5:56:00 PM, 7/11/2022 5:46:38 PM, 7/11/2022 5:29:41 PM, 7/11/2022 5:27:33 PM, 7/11/2022 5:21:48 PM, 7/11/2022 4:58:27 PM, 7/11/2022 12:16:37 PM",No
GIT-LFS.EXE-8F65892C.pf,7/11/2022 2:46:43 PM,7/11/2022 2:46:43 PM,"6,931",GIT-LFS.EXE,C:\Users\npmoyer\AppData\Local\GITHUBDESKTOP\APP-3.0.3\RESOURCES\app\git\mingw64\libexec\git-core\git-lfs.exe,1,7/11/2022 2:46:43 PM,No
